drugbank_id,name,enzy
DB00455,Loratadine,P11712
DB00455,Loratadine,P20815
DB00455,Loratadine,P36537
DB00455,Loratadine,P22309
DB00455,Loratadine,P35503
DB00455,Loratadine,P54855
DB00455,Loratadine,P05177
DB00458,Imipramine,P05177
DB00458,Imipramine,P33261
DB00458,Imipramine,P08684
DB00458,Imipramine,P10635
DB00458,Imipramine,P24462
DB00458,Imipramine,P20813
DB00458,Imipramine,P33260
DB00458,Imipramine,P05181
DB00461,Nabumetone,P28845
DB00461,Nabumetone,Q04828
DB00461,Nabumetone,P42330
DB00461,Nabumetone,P17516
DB00461,Nabumetone,P05177
DB00461,Nabumetone,P11712
DB00461,Nabumetone,P05164
DB00461,Nabumetone,P52895
DB00465,Ketorolac,P16662
DB00465,Ketorolac,P10632
DB00465,Ketorolac,P11712
DB00466,Picrotoxin,P04798
DB00466,Picrotoxin,P15104
DB00467,Enoxacin,P05177
DB00468,Quinine,P08684
DB00468,Quinine,P20815
DB00468,Quinine,P04798
DB00468,Quinine,P10635
DB00468,Quinine,P05177
DB00468,Quinine,P10632
DB00468,Quinine,P11712
DB00468,Quinine,P33261
DB00468,Quinine,P05181
DB00468,Quinine,P24462
DB00469,Tenoxicam,P11712
DB00470,Dronabinol,P11712
DB00470,Dronabinol,P33261
DB00470,Dronabinol,P08684
DB00470,Dronabinol,P23219
DB00470,Dronabinol,O60656
DB00470,Dronabinol,Q9HAW8
DB00470,Dronabinol,P22309
DB00470,Dronabinol,P35503
DB00470,Dronabinol,P04798
DB00470,Dronabinol,P05177
DB00470,Dronabinol,Q16678
DB00470,Dronabinol,P11509
DB00470,Dronabinol,P20813
DB00470,Dronabinol,P10635
DB00470,Dronabinol,P51589
DB00470,Dronabinol,P20815
DB00470,Dronabinol,P24462
DB00470,Dronabinol,P23141
DB00471,Montelukast,P08684
DB00471,Montelukast,P11509
DB00471,Montelukast,P11712
DB00471,Montelukast,P23219
DB00471,Montelukast,P10632
DB00472,Fluoxetine,P22309
DB00472,Fluoxetine,P10635
DB00472,Fluoxetine,P08684
DB00472,Fluoxetine,P11712
DB00472,Fluoxetine,P20815
DB00472,Fluoxetine,P33261
DB00472,Fluoxetine,P05177
DB00472,Fluoxetine,P20813
DB00472,Fluoxetine,Q14097
DB00475,Chlordiazepoxide,P08684
DB00476,Duloxetine,P05177
DB00476,Duloxetine,P10635
DB00476,Duloxetine,P11712
DB00476,Duloxetine,P08684
DB00476,Duloxetine,P20813
DB00476,Duloxetine,P33261
DB00477,Chlorpromazine,P10635
DB00477,Chlorpromazine,P08684
DB00477,Chlorpromazine,P05177
DB00477,Chlorpromazine,P05181
DB00477,Chlorpromazine,P06276
DB00481,Raloxifene,Q9HAW8
DB00481,Raloxifene,Q9HAW9
DB00481,Raloxifene,P22309
DB00481,Raloxifene,P20813
DB00481,Raloxifene,P10632
DB00481,Raloxifene,Q06278
DB00481,Raloxifene,P11511
DB00481,Raloxifene,P08684
DB00482,Celecoxib,P11712
DB00482,Celecoxib,P08684
DB00482,Celecoxib,P10635
DB00482,Celecoxib,P10632
DB00482,Celecoxib,P07327
DB00482,Celecoxib,P00325
DB00482,Celecoxib,P22309
DB00482,Celecoxib,P35354
DB00484,Brimonidine,Q06278
DB00485,Dicloxacillin,P08684
DB00486,Nabilone,P11712
DB00486,Nabilone,P08684
DB00486,Nabilone,P10632
DB00486,Nabilone,P05181
DB00486,Nabilone,P51589
DB00487,Pefloxacin,P05177
DB00489,Sotalol,P10635
DB00490,Buspirone,P08684
DB00490,Buspirone,P20815
DB00490,Buspirone,P10635
DB00490,Buspirone,P24462
DB00491,Miglitol,P04746
DB00494,Entacapone,P10635
DB00494,Entacapone,P21964
DB00494,Entacapone,O60656
DB00495,Zidovudine,P11509
DB00495,Zidovudine,P11712
DB00495,Zidovudine,P08684
DB00495,Zidovudine,P04183
DB00495,Zidovudine,P16662
DB00495,Zidovudine,P22309
DB00496,Darifenacin,P08684
DB00496,Darifenacin,P10635
DB00497,Oxycodone,P10635
DB00497,Oxycodone,P08684
DB00497,Oxycodone,P20815
DB00499,Flutamide,P05177
DB00499,Flutamide,P04798
DB00499,Flutamide,Q16678
DB00499,Flutamide,P20815
DB00499,Flutamide,P08684
DB00500,Tolmetin,P48775
DB00500,Tolmetin,P05164
DB00501,Cimetidine,P15538
DB00501,Cimetidine,P10632
DB00501,Cimetidine,P11712
DB00501,Cimetidine,P05181
DB00501,Cimetidine,P31513
DB00501,Cimetidine,Q01740
DB00501,Cimetidine,P05177
DB00501,Cimetidine,P10635
DB00501,Cimetidine,P33261
DB00501,Cimetidine,P08684
DB00501,Cimetidine,P20815
DB00502,Haloperidol,P08684
DB00502,Haloperidol,P16152
DB00502,Haloperidol,O60656
DB00502,Haloperidol,P10635
DB00502,Haloperidol,P05177
DB00502,Haloperidol,P33261
DB00502,Haloperidol,P11712
DB00502,Haloperidol,P04798
DB00502,Haloperidol,P20815
DB00502,Haloperidol,P24462
DB00507,Nitazoxanide,P22413
DB00508,Triflupromazine,P06276
DB00513,Aminocaproic acid,Q06278
DB00514,Dextromethorphan,P10635
DB00514,Dextromethorphan,P11712
DB00514,Dextromethorphan,P08684
DB00514,Dextromethorphan,P20813
DB00514,Dextromethorphan,P22309
DB00514,Dextromethorphan,P06133
DB00514,Dextromethorphan,P16662
DB00514,Dextromethorphan,P54855
DB00514,Dextromethorphan,O75795
DB00514,Dextromethorphan,P24462
DB00514,Dextromethorphan,P33261
DB00515,Cisplatin,P05164
DB00515,Cisplatin,P47989
DB00515,Cisplatin,Q02928
DB00515,Cisplatin,P35354
DB00515,Cisplatin,P9WJI5
DB00515,Cisplatin,P11712
DB00515,Cisplatin,P20813
DB00515,Cisplatin,P06276
DB00515,Cisplatin,P30711
DB00515,Cisplatin,P04731
DB00515,Cisplatin,P02795
DB00515,Cisplatin,P00441
DB00515,Cisplatin,P09211
DB00515,Cisplatin,P15559
DB00515,Cisplatin,P09488
DB00518,Albendazole,P04798
DB00518,Albendazole,P05177
DB00518,Albendazole,P08684
DB00518,Albendazole,P33261
DB00519,Trandolapril,P23141
DB00520,Caspofungin,P08684
DB00521,Carteolol,P10635
DB00526,Oxaliplatin,P30711
DB00526,Oxaliplatin,P04731
DB00526,Oxaliplatin,P02795
DB00526,Oxaliplatin,P05164
DB00526,Oxaliplatin,P00441
DB00526,Oxaliplatin,P09211
DB00526,Oxaliplatin,P09488
DB00526,Oxaliplatin,P15559
DB00527,Cinchocaine,P06276
DB00528,Lercanidipine,P10635
DB00528,Lercanidipine,P08684
DB00528,Lercanidipine,P20815
DB00528,Lercanidipine,P24462
DB00530,Erlotinib,P08684
DB00530,Erlotinib,P20815
DB00530,Erlotinib,P04798
DB00530,Erlotinib,P05177
DB00530,Erlotinib,P10635
DB00530,Erlotinib,P10632
DB00530,Erlotinib,Q16678
DB00530,Erlotinib,P22309
DB00530,Erlotinib,P00533
DB00531,Cyclophosphamide,P11712
DB00531,Cyclophosphamide,P08684
DB00531,Cyclophosphamide,P20813
DB00531,Cyclophosphamide,P33261
DB00531,Cyclophosphamide,P24462
DB00531,Cyclophosphamide,P07327
DB00531,Cyclophosphamide,P14550
DB00531,Cyclophosphamide,P30838
DB00531,Cyclophosphamide,P47895
DB00531,Cyclophosphamide,P43353
DB00531,Cyclophosphamide,P48448
DB00531,Cyclophosphamide,P00352
DB00531,Cyclophosphamide,P11509
DB00531,Cyclophosphamide,P33260
DB00531,Cyclophosphamide,P20815
DB00531,Cyclophosphamide,P10632
DB00532,Mephenytoin,P20813
DB00532,Mephenytoin,P11712
DB00532,Mephenytoin,P33261
DB00532,Mephenytoin,P10635
DB00532,Mephenytoin,P05177
DB00532,Mephenytoin,P33260
DB00532,Mephenytoin,P08684
DB00532,Mephenytoin,P10632
DB00533,Rofecoxib,P05177
DB00533,Rofecoxib,P08684
DB00533,Rofecoxib,P23219
DB00533,Rofecoxib,P22309
DB00533,Rofecoxib,P10632
DB00533,Rofecoxib,P11712
DB00537,Ciprofloxacin,P05177
DB00537,Ciprofloxacin,P08684
DB00537,Ciprofloxacin,P20815
DB00537,Ciprofloxacin,P24462
DB00539,Toremifene,P08684
DB00539,Toremifene,P04798
DB00540,Nortriptyline,P10635
DB00540,Nortriptyline,P05177
DB00540,Nortriptyline,P33261
DB00540,Nortriptyline,P08684
DB00540,Nortriptyline,P20815
DB00540,Nortriptyline,P05181
DB00541,Vincristine,P08684
DB00541,Vincristine,P20815
DB00541,Vincristine,P24462
DB00542,Benazepril,P42898
DB00543,Amoxapine,P10635
DB00544,Fluorouracil,Q12882
DB00544,Fluorouracil,Q16831
DB00544,Fluorouracil,O95045
DB00544,Fluorouracil,P11509
DB00544,Fluorouracil,P10632
DB00544,Fluorouracil,P42898
DB00544,Fluorouracil,P04818
DB00544,Fluorouracil,P11172
DB00544,Fluorouracil,Q06203
DB00544,Fluorouracil,P05177
DB00544,Fluorouracil,P19971
DB00544,Fluorouracil,P11712
DB00545,Pyridostigmine,P22303
DB00545,Pyridostigmine,P06276
DB00545,Pyridostigmine,P08684
DB00546,Adinazolam,P33261
DB00546,Adinazolam,P08684
DB00549,Zafirlukast,P11712
DB00549,Zafirlukast,P08684
DB00549,Zafirlukast,P18440
DB00549,Zafirlukast,P11245
DB00549,Zafirlukast,P10632
DB00549,Zafirlukast,P23219
DB00549,Zafirlukast,P05177
DB00549,Zafirlukast,P33261
DB00549,Zafirlukast,P10635
DB00550,Propylthiouracil,P05164
DB00550,Propylthiouracil,P09172
DB00550,Propylthiouracil,P04798
DB00553,Methoxsalen,P04798
DB00553,Methoxsalen,Q16696
DB00553,Methoxsalen,P11509
DB00553,Methoxsalen,P05177
DB00554,Piroxicam,P11712
DB00554,Piroxicam,P10632
DB00557,Hydroxyzine,P08684
DB00557,Hydroxyzine,P20815
DB00557,Hydroxyzine,P10635
DB00559,Bosentan,P11712
DB00559,Bosentan,P08684
DB00563,Methotrexate,Q06278
DB00563,Methotrexate,P00374
DB00563,Methotrexate,P42898
DB00563,Methotrexate,P52209
DB00563,Methotrexate,Q05932
DB00563,Methotrexate,P04818
DB00563,Methotrexate,P31939
DB00563,Methotrexate,Q92820
DB00563,Methotrexate,P08684
DB00563,Methotrexate,P06621
DB00564,Carbamazepine,P20815
DB00564,Carbamazepine,P08684
DB00564,Carbamazepine,P10632
DB00564,Carbamazepine,P20813
DB00564,Carbamazepine,P33261
DB00564,Carbamazepine,P07099
DB00564,Carbamazepine,P05177
DB00564,Carbamazepine,P11712
DB00564,Carbamazepine,P16662
DB00564,Carbamazepine,P22309
DB00564,Carbamazepine,P19224
DB00564,Carbamazepine,Q9HAW7
DB00568,Cinnarizine,P11712
DB00568,Cinnarizine,P04798
DB00568,Cinnarizine,P05177
DB00568,Cinnarizine,P11509
DB00568,Cinnarizine,P10635
DB00568,Cinnarizine,P20813
DB00568,Cinnarizine,P08684
DB00570,Vinblastine,P08684
DB00570,Vinblastine,P10635
DB00571,Propranolol,P05177
DB00571,Propranolol,P10635
DB00571,Propranolol,P04798
DB00571,Propranolol,P21397
DB00571,Propranolol,P33261
DB00571,Propranolol,P20815
DB00571,Propranolol,P08684
DB00571,Propranolol,P24462
DB00574,Fenfluramine,P10635
DB00574,Fenfluramine,P05177
DB00574,Fenfluramine,P20813
DB00574,Fenfluramine,P11712
DB00574,Fenfluramine,P33261
DB00574,Fenfluramine,P08684
DB00574,Fenfluramine,P20815
DB00575,Clonidine,P10635
DB00575,Clonidine,P05177
DB00575,Clonidine,P08684
DB00575,Clonidine,P04798
DB00575,Clonidine,P20815
DB00576,Sulfamethizole,P11712
DB00577,Valaciclovir,Q86WA6
DB00577,Valaciclovir,P06478
DB00577,Valaciclovir,Q16774
DB00578,Carbenicillin,P47712
DB00580,Valdecoxib,P22309
DB00580,Valdecoxib,P11712
DB00580,Valdecoxib,P08684
DB00580,Valdecoxib,O60656
DB00582,Voriconazole,P11712
DB00582,Voriconazole,P33261
DB00582,Voriconazole,P08684
DB00582,Voriconazole,P20815
DB00582,Voriconazole,P24462
DB00582,Voriconazole,Q01740
DB00582,Voriconazole,P31513
DB00582,Voriconazole,P20813
DB00582,Voriconazole,P23219
DB00585,Nizatidine,P06276
DB00586,Diclofenac,P11712
DB00586,Diclofenac,P05164
DB00586,Diclofenac,P04798
DB00586,Diclofenac,P05177
DB00586,Diclofenac,Q16678
DB00586,Diclofenac,P11509
DB00586,Diclofenac,P20813
DB00586,Diclofenac,P10632
DB00586,Diclofenac,P33260
DB00586,Diclofenac,P33261
DB00586,Diclofenac,P10635
DB00586,Diclofenac,P05181
DB00586,Diclofenac,P51589
DB00586,Diclofenac,P08684
DB00586,Diclofenac,P20815
DB00586,Diclofenac,P16662
DB00586,Diclofenac,P35503
DB00586,Diclofenac,O60656
DB00586,Diclofenac,P06133
DB00586,Diclofenac,P09211
DB00586,Diclofenac,P21964
DB00586,Diclofenac,P09917
DB00586,Diclofenac,P14555
DB00588,Fluticasone propionate,P08684
DB00588,Fluticasone propionate,P20815
DB00588,Fluticasone propionate,P24462
DB00588,Fluticasone propionate,P10632
DB00589,Lisuride,P08684
DB00590,Doxazosin,P08684
DB00590,Doxazosin,P33261
DB00590,Doxazosin,P11712
DB00590,Doxazosin,P10635
DB00591,Fluocinolone acetonide,P08684
DB00592,Piperazine,P10635
DB00594,Amiloride,P19801
DB00594,Amiloride,Q9TRC7
DB00598,Labetalol,P10635
DB00598,Labetalol,P33261
DB00598,Labetalol,P22309
DB00598,Labetalol,P16662
DB00598,Labetalol,O60656
DB00601,Linezolid,P27338
DB00601,Linezolid,P21397
DB00602,Ivermectin,P08684
DB00602,Ivermectin,P10635
DB00602,Ivermectin,P05181
DB00603,Medroxyprogesterone acetate,P08684
DB00603,Medroxyprogesterone acetate,P10632
DB00603,Medroxyprogesterone acetate,P26439
DB00603,Medroxyprogesterone acetate,P11712
DB00603,Medroxyprogesterone acetate,P04800
DB00604,Cisapride,P08684
DB00604,Cisapride,P10632
DB00604,Cisapride,P20813
DB00604,Cisapride,P11509
DB00604,Cisapride,P33261
DB00604,Cisapride,P11712
DB00604,Cisapride,P10635
DB00604,Cisapride,P20815
DB00604,Cisapride,P24462
DB00605,Sulindac,P04798
DB00607,Nafcillin,P05177
DB00607,Nafcillin,P08684
DB00608,Chloroquine,P10632
DB00608,Chloroquine,P10635
DB00608,Chloroquine,P08684
DB00608,Chloroquine,P20815
DB00608,Chloroquine,P04798
DB00612,Bisoprolol,P08684
DB00613,Amodiaquine,P10632
DB00613,Amodiaquine,P04798
DB00613,Amodiaquine,Q16678
DB00613,Amodiaquine,P10635
DB00613,Amodiaquine,P11712
DB00614,Furazolidone,P21397
DB00614,Furazolidone,P27338
DB00615,Rifabutin,P08684
DB00615,Rifabutin,P33261
DB00615,Rifabutin,P20813
DB00615,Rifabutin,P10632
DB00615,Rifabutin,P11712
DB00617,Paramethadione,P11712
DB00617,Paramethadione,P05181
DB00617,Paramethadione,P08684
DB00617,Paramethadione,P10632
DB00619,Imatinib,P11712
DB00619,Imatinib,P20815
DB00619,Imatinib,P10635
DB00619,Imatinib,P05177
DB00619,Imatinib,P08684
DB00619,Imatinib,P10632
DB00619,Imatinib,P04798
DB00619,Imatinib,P78329
DB00619,Imatinib,Q16678
DB00619,Imatinib,Q08477
DB00619,Imatinib,P31513
DB00619,Imatinib,P24462
DB00619,Imatinib,P33261
DB00620,Triamcinolone,P08684
DB00620,Triamcinolone,P20815
DB00620,Triamcinolone,P24462
DB00620,Triamcinolone,P35354
DB00620,Triamcinolone,P06276
DB00621,Oxandrolone,P11712
DB00622,Nicardipine,P10632
DB00622,Nicardipine,P08684
DB00622,Nicardipine,P04798
DB00622,Nicardipine,P05177
DB00622,Nicardipine,P10635
DB00622,Nicardipine,P05181
DB00622,Nicardipine,P20815
DB00622,Nicardipine,P33261
DB00622,Nicardipine,P20813
DB00622,Nicardipine,P11712
DB00623,Fluphenazine,P10635
DB00623,Fluphenazine,P05181
DB00624,Testosterone,P08684
DB00624,Testosterone,P11712
DB00624,Testosterone,P33261
DB00624,Testosterone,P20813
DB00624,Testosterone,P31213
DB00624,Testosterone,O75795
DB00624,Testosterone,P11511
DB00624,Testosterone,P20815
DB00624,Testosterone,P24462
DB00624,Testosterone,Q9HB55
DB00624,Testosterone,P21397
DB00624,Testosterone,P05108
DB00624,Testosterone,P04798
DB00624,Testosterone,Q16678
DB00624,Testosterone,Q16696
DB00624,Testosterone,P10632
DB00625,Efavirenz,P20813
DB00625,Efavirenz,P05177
DB00625,Efavirenz,P08684
DB00625,Efavirenz,P33261
DB00625,Efavirenz,P11712
DB00625,Efavirenz,P20815
DB00625,Efavirenz,P24462
DB00625,Efavirenz,P10635
DB00625,Efavirenz,P10632
DB00625,Efavirenz,P22309
DB00627,Niacin,P10635
DB00627,Niacin,P08684
DB00627,Niacin,P05181
DB00628,Clorazepic acid,P08684
DB00629,Guanabenz,P05177
DB00631,Clofarabine,P27707
DB00633,Dexmedetomidine,P05181
DB00633,Dexmedetomidine,P05177
DB00633,Dexmedetomidine,P04798
DB00633,Dexmedetomidine,P10635
DB00636,Clofibrate,P04798
DB00636,Clofibrate,Q02928
DB00636,Clofibrate,P08684
DB00636,Clofibrate,P09210
DB00636,Clofibrate,P05181
DB00637,Astemizole,P10635
DB00637,Astemizole,P08684
DB00637,Astemizole,P20815
DB00637,Astemizole,P24462
DB00637,Astemizole,P51589
DB00640,Adenosine,P55263
DB00640,Adenosine,P00813
DB00640,Adenosine,P00491
DB00640,Adenosine,P00568
DB00640,Adenosine,P15531
DB00640,Adenosine,P22392
DB00640,Adenosine,P47989
DB00641,Simvastatin,P08684
DB00641,Simvastatin,P20815
DB00641,Simvastatin,P10632
DB00641,Simvastatin,P11712
DB00641,Simvastatin,P10635
DB00641,Simvastatin,P20813
DB00641,Simvastatin,P22309
DB00641,Simvastatin,P35503
DB00641,Simvastatin,P16662
DB00641,Simvastatin,P33261
DB00641,Simvastatin,O00748
DB00641,Simvastatin,P23141
DB00642,Pemetrexed,Q99808
DB00642,Pemetrexed,P27707
DB00648,Mitotane,P08684
DB00655,Estrone,P08684
DB00655,Estrone,P20815
DB00655,Estrone,P24462
DB00655,Estrone,P05177
DB00655,Estrone,P20813
DB00655,Estrone,P10632
DB00655,Estrone,P11712
DB00655,Estrone,P33261
DB00655,Estrone,P10635
DB00655,Estrone,P04798
DB00655,Estrone,Q16678
DB00655,Estrone,P05181
DB00656,Trazodone,P08684
DB00656,Trazodone,P20815
DB00656,Trazodone,P24462
DB00656,Trazodone,P10635
DB00661,Verapamil,P10632
DB00661,Verapamil,P33260
DB00661,Verapamil,P11712
DB00661,Verapamil,P08684
DB00661,Verapamil,P20815
DB00661,Verapamil,P05177
DB00661,Verapamil,P20813
DB00661,Verapamil,P33261
DB00661,Verapamil,P10635
DB00661,Verapamil,P05181
DB00663,Flumethasone,P08684
DB00665,Nilutamide,P33261
DB00665,Nilutamide,P16435
DB00669,Sumatriptan,P21397
DB00672,Chlorpropamide,P11712
DB00672,Chlorpropamide,P33261
DB00672,Chlorpropamide,P10632
DB00672,Chlorpropamide,P05177
DB00672,Chlorpropamide,P08684
DB00672,Chlorpropamide,P10635
DB00672,Chlorpropamide,P23219
DB00673,Aprepitant,P08684
DB00673,Aprepitant,P20815
DB00673,Aprepitant,P05177
DB00673,Aprepitant,P33261
DB00673,Aprepitant,P11712
DB00674,Galantamine,P10635
DB00674,Galantamine,P08684
DB00675,Tamoxifen,P10635
DB00675,Tamoxifen,P04798
DB00675,Tamoxifen,P05177
DB00675,Tamoxifen,P08684
DB00675,Tamoxifen,Q16678
DB00675,Tamoxifen,P11712
DB00675,Tamoxifen,P33261
DB00675,Tamoxifen,P20815
DB00675,Tamoxifen,Q01740
DB00675,Tamoxifen,P31513
DB00675,Tamoxifen,P20813
DB00675,Tamoxifen,P50226
DB00675,Tamoxifen,P50225
DB00675,Tamoxifen,P49888
DB00675,Tamoxifen,Q9HAW9
DB00675,Tamoxifen,Q9HAW8
DB00675,Tamoxifen,P16662
DB00675,Tamoxifen,P54855
DB00675,Tamoxifen,Q06520
DB00675,Tamoxifen,P24462
DB00675,Tamoxifen,P10632
DB00675,Tamoxifen,P23141
DB00675,Tamoxifen,P11511
DB00675,Tamoxifen,P11509
DB00675,Tamoxifen,P05181
DB00675,Tamoxifen,O75795
DB00677,Isoflurophate,P06276
DB00678,Losartan,P11712
DB00678,Losartan,P08684
DB00678,Losartan,P22309
DB00678,Losartan,P35503
DB00678,Losartan,Q9HAW8
DB00678,Losartan,P16662
DB00678,Losartan,O75795
DB00678,Losartan,P20815
DB00678,Losartan,P33261
DB00678,Losartan,P10632
DB00679,Thioridazine,P10635
DB00679,Thioridazine,P08684
DB00679,Thioridazine,P05177
DB00679,Thioridazine,P05181
DB00679,Thioridazine,P33261
DB00682,Warfarin,P11712
DB00682,Warfarin,P33260
DB00682,Warfarin,P33261
DB00682,Warfarin,P10632
DB00682,Warfarin,P05177
DB00682,Warfarin,P08684
DB00683,Midazolam,P16662
DB00683,Midazolam,P08684
DB00683,Midazolam,P20815
DB00683,Midazolam,P06133
DB00683,Midazolam,P22310
DB00683,Midazolam,P24462
DB00685,Trovafloxacin,P05177
DB00687,Fludrocortisone,P08684
DB00687,Fludrocortisone,P80365
DB00687,Fludrocortisone,P28845
DB00688,Mycophenolate mofetil,P23141
DB00688,Mycophenolate mofetil,Q6IPK9
DB00688,Mycophenolate mofetil,O60656
DB00688,Mycophenolate mofetil,P22309
DB00688,Mycophenolate mofetil,Q9HAW9
DB00688,Mycophenolate mofetil,Q9HAW7
DB00688,Mycophenolate mofetil,Q9HAW8
DB00688,Mycophenolate mofetil,P08684
DB00688,Mycophenolate mofetil,P20815
DB00688,Mycophenolate mofetil,P10632
DB00688,Mycophenolate mofetil,P19224
DB00688,Mycophenolate mofetil,P16662
DB00690,Flurazepam,P08684
DB00690,Flurazepam,P05181
DB00690,Flurazepam,P11509
DB00694,Daunorubicin,Q96JD6
DB00694,Daunorubicin,P16152
DB00694,Daunorubicin,O75828
DB00694,Daunorubicin,P08684
DB00694,Daunorubicin,P20815
DB00694,Daunorubicin,P16435
DB00694,Daunorubicin,Q16678
DB00694,Daunorubicin,P15121
DB00695,Furosemide,P22309
DB00695,Furosemide,P52209
DB00696,Ergotamine,P08684
DB00697,Tizanidine,P05177
DB00698,Nitrofurantoin,P16435
DB00699,Nicergoline,P10635
DB00700,Eplerenone,P08684
DB00700,Eplerenone,P19099
DB00700,Eplerenone,P20815
DB00701,Amprenavir,P20813
DB00701,Amprenavir,P33261
DB00701,Amprenavir,P11712
DB00701,Amprenavir,P10635
DB00701,Amprenavir,P20815
DB00701,Amprenavir,P08684
DB00702,Icodextrin,P04746
DB00704,Naltrexone,P22309
DB00705,Delavirdine,P08684
DB00705,Delavirdine,P10635
DB00705,Delavirdine,P20815
DB00705,Delavirdine,P24462
DB00705,Delavirdine,P11712
DB00705,Delavirdine,P33261
DB00706,Tamsulosin,P08684
DB00706,Tamsulosin,P10635
DB00708,Sufentanil,P08684
DB00709,Lamivudine,P50225
DB00709,Lamivudine,P49585
DB00709,Lamivudine,P27707
DB00709,Lamivudine,P30085
DB00709,Lamivudine,P00558
DB00709,Lamivudine,P15531
DB00709,Lamivudine,P22392
DB00709,Lamivudine,Q99447
DB00709,Lamivudine,Q8TCD5
DB00711,Diethylcarbamazine,P06276
DB00712,Flurbiprofen,P11712
DB00712,Flurbiprofen,P16662
DB00712,Flurbiprofen,P22309
DB00712,Flurbiprofen,P35503
DB00712,Flurbiprofen,O60656
DB00712,Flurbiprofen,P06133
DB00715,Paroxetine,P08684
DB00715,Paroxetine,P10635
DB00715,Paroxetine,P05177
DB00715,Paroxetine,P33261
DB00715,Paroxetine,P20815
DB00715,Paroxetine,P20813
DB00715,Paroxetine,P11712
DB00718,Adefovir dipivoxil,P00568
DB00718,Adefovir dipivoxil,P54819
DB00718,Adefovir dipivoxil,P15531
DB00718,Adefovir dipivoxil,P22392
DB00718,Adefovir dipivoxil,P27144
DB00720,Clodronic acid,P35354
DB00721,Procaine,P06276
DB00724,Imiquimod,P08684
DB00726,Trimipramine,P11712
DB00726,Trimipramine,P10635
DB00726,Trimipramine,P33261
DB00727,Nitroglycerin,P05091
DB00730,Thiabendazole,P05177
DB00730,Thiabendazole,P04798
DB00731,Nateglinide,P11712
DB00731,Nateglinide,P08684
DB00731,Nateglinide,P22309
DB00731,Nateglinide,P20815
DB00731,Nateglinide,P24462
DB00731,Nateglinide,P23219
DB00731,Nateglinide,O60656
DB00731,Nateglinide,P10635
DB00734,Risperidone,P10635
DB00734,Risperidone,P08684
DB00736,Esomeprazole,P08684
DB00736,Esomeprazole,P33261
DB00737,Meclizine,P10635
DB00738,Pentamidine,P33261
DB00738,Pentamidine,P04798
DB00738,Pentamidine,P10635
DB00738,Pentamidine,P20815
DB00738,Pentamidine,Q02928
DB00740,Riluzole,P04798
DB00740,Riluzole,P05177
DB00741,Hydrocortisone,P08684
DB00741,Hydrocortisone,P51857
DB00741,Hydrocortisone,P31213
DB00741,Hydrocortisone,P28845
DB00741,Hydrocortisone,P80365
DB00741,Hydrocortisone,P20815
DB00741,Hydrocortisone,P24462
DB00741,Hydrocortisone,P15538
DB00741,Hydrocortisone,P19099
DB00741,Hydrocortisone,P10632
DB00741,Hydrocortisone,P11509
DB00741,Hydrocortisone,Q16678
DB00741,Hydrocortisone,P20813
DB00741,Hydrocortisone,P11712
DB00741,Hydrocortisone,P33261
DB00742,Mannitol,O08355
DB00744,Zileuton,P11712
DB00744,Zileuton,P05177
DB00744,Zileuton,P08684
DB00744,Zileuton,P23219
DB00744,Zileuton,O60656
DB00745,Modafinil,P08684
DB00745,Modafinil,P33261
DB00745,Modafinil,P20815
DB00745,Modafinil,P05177
DB00745,Modafinil,P20813
DB00745,Modafinil,P11712
DB00745,Modafinil,P10635
DB00746,Deferoxamine,P47989
DB00747,Scopolamine,P08684
DB00749,Etodolac,P11712
DB00749,Etodolac,P35503
DB00749,Etodolac,O60656
DB00749,Etodolac,Q9HAW8
DB00749,Etodolac,P16662
DB00751,Epinastine,P20813
DB00751,Epinastine,P10635
DB00751,Epinastine,P08684
DB00752,Tranylcypromine,P10635
DB00752,Tranylcypromine,P11712
DB00752,Tranylcypromine,P33261
DB00752,Tranylcypromine,P05177
DB00752,Tranylcypromine,P11509
DB00752,Tranylcypromine,P08684
DB00753,Isoflurane,P20813
DB00753,Isoflurane,P03886
DB00753,Isoflurane,P05181
DB00755,Tretinoin,P10632
DB00755,Tretinoin,P08684
DB00755,Tretinoin,P20815
DB00755,Tretinoin,P24462
DB00755,Tretinoin,P33260
DB00755,Tretinoin,Q02928
DB00755,Tretinoin,P04798
DB00755,Tretinoin,P20813
DB00755,Tretinoin,P11509
DB00755,Tretinoin,P11712
DB00755,Tretinoin,P16662
DB00755,Tretinoin,O43174
DB00755,Tretinoin,P05181
DB00757,Dolasetron,P11712
DB00757,Dolasetron,P08684
DB00757,Dolasetron,P10635
DB00758,Clopidogrel,P23141
DB00758,Clopidogrel,P08684
DB00758,Clopidogrel,P20815
DB00758,Clopidogrel,P11712
DB00758,Clopidogrel,P33261
DB00758,Clopidogrel,P05177
DB00758,Clopidogrel,P20813
DB00758,Clopidogrel,P10632
DB00759,Tetracycline,P08684
DB00760,Meropenem,P14489
DB00760,Meropenem,P16444
DB00762,Irinotecan,P08684
DB00762,Irinotecan,P20815
DB00762,Irinotecan,P06276
DB00762,Irinotecan,P23141
DB00762,Irinotecan,O00748
DB00762,Irinotecan,P20813
DB00762,Irinotecan,P24462
DB00762,Irinotecan,P22309
DB00762,Irinotecan,O60656
DB00763,Methimazole,P31513
DB00763,Methimazole,P05177
DB00763,Methimazole,P11509
DB00763,Methimazole,P20813
